country_alpha_3_code,country,partner_management,partner_management_justification,hbv_screening_for_hbsag,hbv_screening_for_hbsag_justification,vaccination_for_hbv,vaccination_for_hbv_justification,vaccination_for_hpv,vaccination_for_hpv_justification,syphilis_screening,syphilis_screening_justification,ng_screening,ng_screening_justification,ct_screening,ct_screening_justification
IDN,Indonesia,no,Justification not provided,yes,"Indonesia_Juknis PrEP_ENG.pdf: Page 31, Table 3.6 'Hepatitis B (HBsAg) service standards (paid by the program) Prerequisite for PrEP for potential MSM users choosing a PrEP-ED regimen'; Page 76, Appendix 6 'Hepatitis B (HBsAg) Baseline, outcome is not decisive following PrEP. All candidates PrEP users.'",yes,"Indonesia_Juknis PrEP_ENG.pdf: Page 32, 'If HBsAg is nonreactive but at risk for Hep B, recommend Hep B vaccine.'; Page 72, 'Hepatitis B test along with vaccination'; Page 76, Appendix 6 'Start PrEP. If HBsAg is nonreactive but at risk for Hep B, recommend Hep B vaccine.'",no,Justification not provided,yes,"Indonesia_Juknis PrEP_ENG.pdf: Page 31, Table 3.6 'IMS Syndromic examination and simple laboratory tests...should be done'; Page 74, section D 'Conduct serological tests for HIV, HCV, syphilis and other STI screening'; Page 76, Appendix 6 'STI examination with a simple laboratory (including syphilis)'",ERR: no (REF: yes),"Indonesia_Juknis PrEP_ENG.pdf: Specific pathogen 'Neisseria gonorrhoeae' or 'gonorrhoea' not explicitly mentioned for screening, only general 'STI tests' or 'syndromic approach'.",ERR: no (REF: yes),"Indonesia_Juknis PrEP_ENG.pdf: Specific pathogen 'Chlamydia trachomatis' or 'Chlamydia' not explicitly mentioned for screening, only general 'STI tests' or 'syndromic approach'."
IRN,Iran,no,Justification not provided,yes,"Iran_PEP_PreP Guideline_2017.ps.en.pdf: Page 28, paragraph 3. 'The individual should be diagnosed with hepatitis B after examination.'",yes,"Iran_PEP_PreP Guideline_2017.ps.en.pdf: Page 27, paragraph 2. 'Provider prEP There is an opportunity to increase access to other health services such as social support, hepatitis vaccination B'",no,"Iran_PEP_PreP Guideline_2017.ps.en.pdf: Page 26, last paragraph before '3- Pre-contact) : (PrEP)'. Recommendation is general, not tied to PrEP initiation.",ERR: no (REF: yes),"Iran_PEP_PreP Guideline_2017.ps.en.pdf: General STI assessment mentioned (Page 28), but no specific pathogen for syphilis screening recommended in the PrEP context.",no,"Iran_PEP_PreP Guideline_2017.ps.en.pdf: General STI assessment mentioned (Page 28), but no specific pathogen for Neisseria gonorrhoeae screening recommended in the PrEP context.",no,"Iran_PEP_PreP Guideline_2017.ps.en.pdf: General STI assessment mentioned (Page 28), but no specific pathogen for Chlamydia trachomatis screening recommended in the PrEP context."
IRL,Ireland,yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 3, Section 2.1 'Partner notification'; Page 4, Section 2.1 'Partner notification'",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 7, Section 4.2.1 'HBV testing, directed by history'; Page 18, Section '3. Test for hepatitis B'",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 7, Section 4.1 'Hepatitis A, B (all)'; Page 7, Section 4.2.1 'Start HBV vaccination if immunity unknown'; Page 19, Section '4. Get vaccinated against hepatitis A and B'",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 7, Section 4.1 'HPV (<26 years)'",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 7, Section 4.2.1 'Syphilis serology'; Page 9, Section 4.2.2 'Syphilis serology'; Page 19, Section '6. Check for other sexually transmitted infections (STIs)'",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 7, Section 4.2.1 'Chlamydia and Gonorrhea NAAT testing'; Page 9, Section 4.2.2 'Chlamydia and Gonorrhea NAAT testing'; Page 19, Section '6. Check for other sexually transmitted infections (STIs)'",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 7, Section 4.2.1 'Chlamydia and Gonorrhea NAAT testing'; Page 9, Section 4.2.2 'Chlamydia and Gonorrhea NAAT testing'; Page 19, Section '6. Check for other sexually transmitted infections (STIs)'"
ISR,Israel,no,"Israel PrEP guidance.PDF: No specific mention of partner(s) testing, treatment, management, services, or contact tracing for STIs (excluding HIV).",yes,"Israel PrEP guidance.PDF: Page 2, 5th bullet point: 'המעקב אחר המטופל יכלול בדיקת ... הפטיטיס מסוג B (HBV)'. Page 6, section 3, 1st bullet point: 'יש לבדוק סטאטוס הדבקה ב-HBV בכלל המטופלים לפני תחילת הטיפול'. Page 8, 'טבלת בדיקות ומועדים לביצוען', under 'סרולוגיה להפטיטיס B' lists 'HBsAg (Hepatitis B surface Antigen)' for screening at initiation and periodically during treatment.",yes,"Israel PrEP guidance.PDF: Page 6, section 3, 2nd bullet point: 'למטופלים שלילים ל-HBV יש להציע חיסון לפני תחילת הטיפול.' (For patients negative for HBV, vaccination should be offered before starting treatment).",no,Justification not provided,yes,"Israel PrEP guidance.PDF: Page 4, last bullet point under 'יש ליעץ למטופלים על התנהגות מינית בטוחה אשר תכלול': 'בדיקות תכופות אחר מחלות מין ובדגש על עגבת...' (Frequent testing for other STIs with emphasis on syphilis...). Page 8, 'טבלת בדיקות ומועדים לביצוען', under 'בדיקות מחלות מין (עגבת, זיבה וכלמידה)' indicates testing at initiation and every six months.",yes,"Israel PrEP guidance.PDF: Page 4, last bullet point under 'יש ליעץ למטופלים על התנהגות מינית בטוחה אשר תכלול': 'בדיקות תכופות אחר מחלות מין ובדגש על ...זיבה...' (Frequent testing for other STIs with emphasis on ...gonorrhea...). Page 8, 'טבלת בדיקות ומועדים לביצוען', under 'בדיקות מחלות מין (עגבת, זיבה וכלמידה)' indicates testing at initiation and every six months.",yes,"Israel PrEP guidance.PDF: Page 4, last bullet point under 'יש ליעץ למטופלים על התנהגות מינית בטוחה אשר תכלול': 'בדיקות תכופות אחר מחלות מין ובדגש על ...וקלמידיה.' (Frequent testing for other STIs with emphasis on ...chlamydia). Page 8, 'טבלת בדיקות ומועדים לביצוען', under 'בדיקות מחלות מין (עגבת, זיבה וכלמידה)' indicates testing at initiation and every six months."
ITA,Italy,no,Justification not provided,yes,"Italy_Truvada Regulatory Approval_2019.it.en.pdf: Page 4, paragraph 3 under 'While taking Truvada to treat HIV or to reduce the risk of getting HIV': 'Find out if you are infected with the hepatitis B virus (HBV) before you start taking Truvada.'",ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: yes (REF: no),"Italy_Truvada Regulatory Approval_2019.it.en.pdf: Page 3, paragraph under 'Simply taking Truvada may not stop you from contracting HIV': 'Get tested for other sexually transmitted infections such as syphilis and gonorrhea.'",ERR: yes (REF: no),"Italy_Truvada Regulatory Approval_2019.it.en.pdf: Page 3, paragraph under 'Simply taking Truvada may not stop you from contracting HIV': 'Get tested for other sexually transmitted infections such as syphilis and gonorrhea.'",no,Justification not provided
KAZ,Kazakhstan,ERR: yes (REF: no),"KAZ HIV Guidelines ENG.pdf: Page 99, 'Screening of both partners for STIs (and treatment if required) is mandatory.' in the context of 'Tips for HIV-discordant couples who want to have children.' PrEP is recommended for HIV-discordant couples on page 98.",ERR: yes (REF: no),"KAZ HIV Guidelines ENG.pdf: Page 30, section '10. Pre-exposure prophylaxis': 'It is recommended to test for STIs (including VH) at the beginning of PrEP and regularly during the use of PrEP, with the informed consent of the client.' VH refers to viral hepatitis, which includes HBV.",no,"KAZ HIV Guidelines ENG.pdf: The document recommends testing for VH (viral hepatitis) at PrEP initiation (Page 30), and general vaccination for susceptible patients (Page 55), but does not explicitly state a recommendation for HBV vaccination at PrEP initiation.",no,"KAZ HIV Guidelines ENG.pdf: HPV vaccination is only mentioned for HIV-positive patients (Page 56), not specifically for PrEP users.",yes,"KAZ HIV Guidelines ENG.pdf: Page 33, 'At least once every 6 months, for: ... STI screening behaviors for sexually active adolescents and adults (e.g., syphilis, gonorrhea, and chlamydia for both men and women, even if they are asymptomatic).' This explicitly mentions syphilis for PrEP users.",yes,"KAZ HIV Guidelines ENG.pdf: Page 33, 'At least once every 6 months, for: ... STI screening behaviors for sexually active adolescents and adults (e.g., syphilis, gonorrhea, and chlamydia for both men and women, even if they are asymptomatic).' This explicitly mentions gonorrhea for PrEP users.",yes,"KAZ HIV Guidelines ENG.pdf: Page 33, 'At least once every 6 months, for: ... STI screening behaviors for sexually active adolescents and adults (e.g., syphilis, gonorrhea, and chlamydia for both men and women, even if they are asymptomatic).' This explicitly mentions chlamydia for PrEP users."
KEN,Kenya,ERR: yes (REF: no),"Kenya-PrEP-Framework.pdf: Page 44, 'Access to Services' section: 'Determine strategies to promote and enhance partner testing and disclosure in PrEP settings.'",ERR: no (REF: yes),"Kenya-PrEP-Framework.pdf: The document mentions 'STI screening' (Page 46) and 'monitoring for sexually transmitted infections (STIs)' (Page 30), and 'Number of PrEP clients diagnosed with STI' (Page 48), but does not specify screening for Hepatitis B or HBsAg.",ERR: no (REF: yes),Justification not provided,no,Justification not provided,ERR: no (REF: yes),"Kenya-PrEP-Framework.pdf: The document mentions 'STI screening' (Page 46) and 'monitoring for sexually transmitted infections (STIs)' (Page 30), and 'Number of PrEP clients diagnosed with STI' (Page 48), but does not specify screening for syphilis or Treponema pallidum.",no,"Kenya-PrEP-Framework.pdf: The document mentions 'STI screening' (Page 46) and 'monitoring for sexually transmitted infections (STIs)' (Page 30), and 'Number of PrEP clients diagnosed with STI' (Page 48), but does not specify screening for Neisseria gonorrhoeae or gonorrhoea.",no,"Kenya-PrEP-Framework.pdf: The document mentions 'STI screening' (Page 46) and 'monitoring for sexually transmitted infections (STIs)' (Page 30), and 'Number of PrEP clients diagnosed with STI' (Page 48), but does not specify screening for Chlamydia trachomatis or Chlamydia."
KGZ,Kyrgyz Republic,no,Justification not provided,yes,"KGZ HIV Guidelines ENG.pdf: Page 12, Table 'Clinical monitoring for PrEP', row 'Test for HBV infection', column 'Note': 'The HBsAg test should be repeated every 12 months (if the initial result is negative, there is a risk of infection and vaccination is not performed).'",yes,"KGZ HIV Guidelines ENG.pdf: Page 12, Table 'Clinical monitoring for PrEP', row 'Test for HBV infection', column 'Note': 'Redirect the client to receiveHBV vaccination.'",no,"KGZ HIV Guidelines ENG.pdf: Recommendations for HPV vaccination are specified for 'People living with HIV' (PLHIV) on Page 20 and Page 26, not explicitly for PrEP users.",yes,"KGZ HIV Guidelines ENG.pdf: Page 11, Table 'Clinical monitoring for PrEP', row 'Testing for STIs', column 'Note': 'Testing for STIs (syphilis, chlamydia, trichomoniasis, gonorrhea) for sexually active people is carried out in accordance with current recommendations.'",yes,"KGZ HIV Guidelines ENG.pdf: Page 11, Table 'Clinical monitoring for PrEP', row 'Testing for STIs', column 'Note': 'Testing for STIs (syphilis, chlamydia, trichomoniasis, gonorrhea) for sexually active people is carried out in accordance with current recommendations.'",yes,"KGZ HIV Guidelines ENG.pdf: Page 11, Table 'Clinical monitoring for PrEP', row 'Testing for STIs', column 'Note': 'Testing for STIs (syphilis, chlamydia, trichomoniasis, gonorrhea) for sexually active people is carried out in accordance with current recommendations.'"
LAO,Lao PDR,ERR: yes (REF: no),"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Table 2, row 'Mental health, gender-based violence (GBV), including intimate partner violence (IPV), and substance use screening and counselling', Page 27; and Page 32, Risk Reduction Counselling, paragraph 3 mentions addressing IPV.",yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Table 2, row 'HBV serology', Page 27; and Annex 1, Section G. Hepatitis B Testing, Vaccination, and Treatment, Page 43.",yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Table 2, footnote 26, Page 27 states 'HBsAg negative: offer hepatitis B vaccination (as per national hepatitis guidelines).'; and Annex 1, Section G. Hepatitis B Testing, Vaccination, and Treatment, Page 43 includes 'If negative, dates HBV vaccination provided:'.",no,Justification not provided,yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Table 2, footnote 23, Page 27 specifies 'STI screening (syphilis...)' and Annex 1, Section H. Sexually Transmitted Infections (STI), Page 43 lists 'VDRL/Syphilis test date:'.",yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Table 2, footnote 23, Page 27 specifies 'STI screening (...N gonorrhea...)'.",yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Table 2, footnote 23, Page 27 specifies 'STI screening (...C trachomatis)'."
LSO,Lesotho,no,Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: Partner management for STIs (excluding HIV) specifically in the context of PrEP users is not explicitly mentioned. Partner services mentioned are primarily for HIV.,yes,"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: Page 19, Table 3.1 'Baseline Laboratory Tests for Clients Initiating PrEP' explicitly lists 'Hepatitis B surface antigen (HBsAg)' for screening. Also mentioned on Page 20, Table 3.3 'Initial Visit Assessment and Services for PrEP Clients' and 'Other baseline laboratory tests'.",ERR: yes (REF: no),"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: Page 19, Table 3.1 'Baseline Laboratory Tests for Clients Initiating PrEP' states 'To identify those eligible for vaccination against Hepatitis B'.",ERR: no (REF: yes),Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: HPV vaccination is discussed in the document (Pages 67-68) but not specifically recommended at initiation or follow-up of PrEP services or for PrEP users.,yes,"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: Page 19, 'Unavailability of results for the following should not delay initiation on PrEP' lists 'RPR/VDRL'. Page 20, Table 3.3 'Initial Visit Assessment and Services for PrEP Clients' lists 'RPR/VDRL' under 'Laboratory Evaluation'. Page 20, 'Other baseline laboratory tests' states 'An RPR, Hepatitis B screen and pregnancy test must be performed on all new PrEP clients'.",no,"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: While 'gonorrhoea' is mentioned as a risk factor for HIV acquisition (Page 18, 'PrEP Eligibility'), there is no explicit recommendation to screen for Neisseria gonorrhoeae (NG) or gonorrhoea at initiation or follow-up of PrEP services/use for all PrEP users.",no,"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: While 'chlamydia' is mentioned as a risk factor for HIV acquisition (Page 18, 'PrEP Eligibility'), there is no explicit recommendation to screen for Chlamydia trachomatis (CT) or Chlamydia at initiation or follow-up of PrEP services/use for all PrEP users."
MYS,Malaysia,no,Justification not provided,yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 86, Section 17.4, Point 3: Serology for Hepatitis A, B and C viruses (Hep A IgG, Hep BsAg, Hep B sAb and Hep C Ab)",yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 86, Section 17.4, Point 3 bullet point: Hepatitis B vaccination should be provided to susceptible patients who are Hep B sAg and sAb neg",no,Justification not provided,yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 86, Section 17.4, Point 4 bullet point: Rapid plasma reagin test for syphilis",yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 86, Section 17.4, Point 4 bullet point: NAAT for gonococcal (GC) and chlamydial (CT) infections3-site screening",yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 86, Section 17.4, Point 4 bullet point: NAAT for gonococcal (GC) and chlamydial (CT) infections3-site screening"
MLI,Mali,no,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: Page 80, under 'DEMARCHE PRÉALABLE', mentions checking for 'absence d'infections sexuellement transmissibles' in the partner for PrEP initiation, indicating partner status consideration. However, it does not explicitly detail ongoing partner testing, treatment, or management services when a PrEP user is diagnosed with an STI. The prompt specifically asks for 'partner(s) testing OR partner(s) treatment OR partner(s) management'.",yes,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: Page 81, under 'Consultation initiale: Jour 0', states 'Bilan VIH, IST et Hépatite B.', indicating screening for Hepatitis B at PrEP initiation.",no,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: The 'PROPHYLAXIE PRÉ-EXPOSITION' section (pages 80-82) does not explicitly mention Hepatitis B vaccination for PrEP users. While vaccination is mentioned in a general section for HIV-infected individuals (page 47), it is not specified for PrEP users.",no,Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: Human Papillomavirus (HPV) vaccination is not mentioned anywhere in the document.,no,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: Page 81, under 'Consultation initiale: Jour 0', 'Consultation de suivi 1 = Mois 1', and 'Consultation de suivi 3 = Mois 4', mention general 'IST' (Infections Sexuellement Transmissibles) screening for PrEP users. However, the document does not explicitly name syphilis or Treponema pallidum as a specific pathogen for screening in the context of PrEP.",no,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: Page 81, under 'Consultation initiale: Jour 0', 'Consultation de suivi 1 = Mois 1', and 'Consultation de suivi 3 = Mois 4', mention general 'IST' (Infections Sexuellement Transmissibles) screening for PrEP users. However, the document does not explicitly name Neisseria gonorrhoeae or gonorrhoea as a specific pathogen for screening in the context of PrEP.",no,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: Page 81, under 'Consultation initiale: Jour 0', 'Consultation de suivi 1 = Mois 1', and 'Consultation de suivi 3 = Mois 4', mention general 'IST' (Infections Sexuellement Transmissibles) screening for PrEP users. However, the document does not explicitly name Chlamydia trachomatis or Chlamydia as a specific pathogen for screening in the context of PrEP."
MEX,Mexico,no,"Mexico Gu_aARV_2019_09Noviembre.pdf: The document mentions 'diagnóstico y tratamiento de otras infecciones de transmisión sexual' and 'monitoreo de la salud sexual' as part of an integrated prevention package for PrEP users, but does not explicitly specify partner services (testing, treatment, or notification) in the context of a partner having an STI.",yes,"Mexico Gu_aARV_2019_09Noviembre.pdf: Page 86, paragraph 2 states: 'Se recomienda realizar una prueba de antígeno de superficie de la hepatitis B (HBsAg) antes de iniciar PrEP.'; Page 89, Table II-F, row 'VHB' indicates basal and follow-up screening for 'Persona expuesta'.",yes,"Mexico Gu_aARV_2019_09Noviembre.pdf: Page 87, Table II-D, under 'Intervención: Antígeno Hep B', 'Observaciones' column states: 'Negativo: considerar vacuna'.",ERR: no (REF: yes),"Mexico Gu_aARV_2019_09Noviembre.pdf: Page 119 and 121 mention HPV vaccination generally for people with HIV, but not specifically for PrEP users or at PrEP initiation.",yes,"Mexico Gu_aARV_2019_09Noviembre.pdf: Page 87, Table II-D, under 'Intervención: VDRL' states 'Diagnóstico y tratamiento de sífilis'; Page 89, Table II-F, row 'Sífilis' indicates basal and follow-up screening for 'Persona expuesta'.",ERR: yes (REF: no),"Mexico Gu_aARV_2019_09Noviembre.pdf: Page 89, Table II-F, row 'Gonorrea' indicates basal and follow-up screening for 'Persona expuesta'.",ERR: yes (REF: no),"Mexico Gu_aARV_2019_09Noviembre.pdf: Page 89, Table II-F, row 'Clamidia' indicates basal and follow-up screening for 'Persona expuesta'."
MDA,Moldova,ERR: yes (REF: no),"Moldova PrEP clinical protocol 2018.pdf: Page 13, Table 1, 'Consiliere': 'De evaluat violența partenerului intim precum și violența bazată pe factorul gender.'; Page 17, 'Consiliere în cadrul PrEP': 'violența din partea partenerului intim și abuzul de substanțe psiho-active.'",yes,"Moldova PrEP clinical protocol 2018.pdf: Page 13, Table 1, 'HBsAg': 'Dacă e negativ, de recomandat vaccinarea anti-HVB Dacă pozitiv, de recomandat testare suplimentară precum și aprecierea necesității tratamentului anti - hepatita B'; Page 23, 'Teste iniţiale': 'HBsAg – o dată pe an,'.",yes,"Moldova PrEP clinical protocol 2018.pdf: Page 13, Table 1, 'Anamneza vaccinelor suportate': 'de luat în considerare vaccinarea pentru HVB (HVA), papilloma virus uman.'; Page 23, 'Situații speciale': 'Dacă HBs Ag e negativ se recomandă vaccinare'.",ERR: yes (REF: no),"Moldova PrEP clinical protocol 2018.pdf: Page 13, Table 1, 'Anamneza vaccinelor suportate': 'de luat în considerare vaccinarea pentru HVB (HVA), papilloma virus uman.'",yes,"Moldova PrEP clinical protocol 2018.pdf: Page 13, Table 1, 'Teste de diagnostic al sifilisului': 'Diagnosticarea și tratamentul infecției sifilitice'; Page 23, 'Teste iniţiale': 'Screening ITS (Syphilis) – fiecare 6 luni'.",no,"Moldova PrEP clinical protocol 2018.pdf: The document mentions 'gonoreea' as an infection not prevented by PrEP (Page 17, C8. CONSILIERE ÎN CADRUL PREP), and general STI screening (Page 13, Table 1 'Screening suplimentar la ITS'; Page 17, 'La necesitate, de efectuat screening la ITS'), but does not explicitly recommend screening for 'Neisseria gonorrhoeae' or 'gonorrhea' by name of the pathogen in the context of screening tests.",no,"Moldova PrEP clinical protocol 2018.pdf: The document mentions 'chlamydia' as an infection not prevented by PrEP (Page 17, C8. CONSILIERE ÎN CADRUL PREP), and general STI screening (Page 13, Table 1 'Screening suplimentar la ITS'; Page 17, 'La necesitate, de efectuat screening la ITS'), but does not explicitly recommend screening for 'Chlamydia trachomatis' or 'chlamydia' by name of the pathogen in the context of screening tests."
MNG,Mongolia,ERR: yes (REF: no),"305 ENG.pdf: Page 70, Table 38, 'Duration of tracing and treating sexual partners of the patients with STIs' details tracing and treatment protocols for sexual partners of individuals diagnosed with specific STIs (excluding HIV), including Gonorrhea, Syphilis, and Trichomoniasis. These general STI guidelines apply within the overall context of the document which includes PrEP.",yes,"305 ENG.pdf: Page 136, under 'Control' in the PrEP section (Table 23), it states: 'Conduct HBV screening tests...'",yes,"305 ENG.pdf: Page 136, under 'Control' in the PrEP section (Table 23), it states: '...vaccinate regardless of the decision on PrEP...'",no,"305 ENG.pdf: Human Papillomavirus (HPV) vaccination is mentioned on page 116 for HIV-infected individuals as an opportunistic infection prevention, but not specifically for PrEP users.",no,"305 ENG.pdf: While general 'STI screening tests' are mentioned for PrEP users on page 136, syphilis or Treponema pallidum are not specifically named in that context.",no,"305 ENG.pdf: While general 'STI screening tests' are mentioned for PrEP users on page 136, Neisseria gonorrhoeae or gonorrhea are not specifically named in that context.",no,"305 ENG.pdf: While general 'STI screening tests' are mentioned for PrEP users on page 136, Chlamydia trachomatis or Chlamydia are not specifically named in that context."
MMR,Myanmar,no,"2023Aug_PrEP_SOP_Final_print.pdf: Not found. The document mentions protecting partners from HIV and assessing partner HIV risk factors, but no explicit recommendations for STI partner management (testing, treatment, or contact tracing) for STIs other than HIV, or management for partners in drug injecting or IPV contexts regarding STIs.",yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 17, 'Flow Chart for PrEP initiation' includes 'Draw blood for CrCl, HBsAg, STI and other tests'. Page 19, 'Table 3: Summary of Laboratory investigations for starting and monitoring PrEP' includes 'HBsAg'. Page 21, '4. Hepatitis B Infection' states 'All persons screened for PrEP should be tested for hepatitis B surface antigen (HBsAg) once, at or within one to three months of PrEP initiation.'",yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 19, 'Table 3: Summary of Laboratory investigations for starting and monitoring PrEP', HBsAg remark: 'If negative, consider vaccination against HBV.'. Page 21, '4. Hepatitis B Infection': 'Consider vaccination if HBsAg is not detected and there is no documented history of a completed vaccine series for Hepatitis B Virus (HBV).'",no,Justification not provided,yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 19, 'Table 3: Summary of Laboratory investigations for starting and monitoring PrEP' lists 'STI (Syphilis, GC, CT)' with a frequency of 'Every 6 months' and a remark 'Syndromic or diagnostic STI testing, according to National STI Management Guidelines.'",yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 19, 'Table 3: Summary of Laboratory investigations for starting and monitoring PrEP' lists 'STI (Syphilis, GC, CT)' with 'GC' referring to gonorrhoea (confirmed on Page 27, '[PrEP does not prevent syphilis, gonorrhoea, chlamydia, trichomonas or chancroid.]').",yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 19, 'Table 3: Summary of Laboratory investigations for starting and monitoring PrEP' lists 'STI (Syphilis, GC, CT)' with 'CT' referring to chlamydia (confirmed on Page 27, '[PrEP does not prevent syphilis, gonorrhoea, chlamydia, trichomonas or chancroid.]')."
MKD,Northern Macedonia,no,Justification not provided,yes,"MKD PrEP Guidelines ENG.pdf: Page 11, paragraph 3: 'Serological examination for viral hepatitis B and C is also important in the context of starting PrEP. If the hepatitis B screening test is negative, the person wishing to start PrEP could benefit from hepatitis B vaccination (20); if the test result is positive, the person may undergo further blood tests to determine whether hbv infection (23,24) would be appropriate.'; Page 17, Table 2: 'HBsAg ** (anti-HBs, if on the disposal)' at -1. or 0. Sunday.",yes,"MKD PrEP Guidelines ENG.pdf: Page 11, paragraph 3: 'If the hepatitis B screening test is negative, the person wishing to start PrEP could benefit from hepatitis B vaccination (20)'; Page 17, Table 2: 'HBV vaccination**' at -1. or 0. Sunday.",ERR: yes (REF: no),"MKD PrEP Guidelines ENG.pdf: Page 17, Table 2: 'HPV vaccination' at -1. or 0. Sunday.",yes,"MKD PrEP Guidelines ENG.pdf: Page 17, Table 2: 'Syphilis serologically' at -1. or 0. Sunday, 6. month, and 12. month.",yes,"MKD PrEP Guidelines ENG.pdf: Page 16, paragraph 2: 'Under the proposed pilot project in Skopje, molecular testing for gonorrhea and chlamydia will be provided, at the starting level, at 6. month, and at 12. month...'; Page 17, Table 2: 'N. gonorrhea PCR' at -1. or 0. Sunday, 6. month, and 12. month.",yes,"MKD PrEP Guidelines ENG.pdf: Page 16, paragraph 2: 'Under the proposed pilot project in Skopje, molecular testing for gonorrhea and chlamydia will be provided, at the starting level, at 6. month, and at 12. month...'; Page 17, Table 2: 'H. trachomatis PCR' at -1. or 0. Sunday, 6. month, and 12. month."
NAM,Namibia,no,"Namibia_national_guidelines_art.pdf: The document mentions PrEP for serodiscordant couples where one partner is HIV-positive (Page 98) and discusses HIV-related aspects, but it does not specify partner management for other STIs for PrEP users.",yes,"Namibia_national_guidelines_art.pdf: Page 99, Table 5.1: 'Screening and PrEP initiation: Tests—HIV test, CrCl, HBsAg' and 'Four-month follow-up and 3-monthly maintenance visits: Tests: HBsAg (at 6 months only)'",no,"Namibia_national_guidelines_art.pdf: Not found in the context of PrEP services/users. Hepatitis B vaccination is mentioned for PEP (Page 17), but not PrEP.",no,"Namibia_national_guidelines_art.pdf: Not found in the context of PrEP services/users. HPV vaccination is recommended for 'adolescents living with HIV' (Page 95, Section 4.3.2), not specifically for HIV-negative PrEP users.",yes,"Namibia_national_guidelines_art.pdf: Page 99, Table 5.1: 'Four-month follow-up and 3-monthly maintenance visits: Tests: rapid syphilis test'",no,"Namibia_national_guidelines_art.pdf: Not found for specific pathogen 'Neisseria gonorrhoeae' for PrEP users. 'STI symptom screening' (Page 99, Table 5.1) is too general.",no,"Namibia_national_guidelines_art.pdf: Not found for specific pathogen 'Chlamydia trachomatis' for PrEP users. 'STI symptom screening' (Page 99, Table 5.1) is too general."
