country_alpha_3_code,country,partner_management,partner_management_justification,hbv_screening_for_hbsag,hbv_screening_for_hbsag_justification,vaccination_for_hbv,vaccination_for_hbv_justification,vaccination_for_hpv,vaccination_for_hpv_justification,syphilis_screening,syphilis_screening_justification,ng_screening,ng_screening_justification,ct_screening,ct_screening_justification
IRN,Iran,no,Justification not provided,yes,"Iran_PEP_PreP Guideline_2017.ps.en.pdf: Page 28, in the section on considerations before starting PrEP, states: 'Hepatitis C infection B Or hepatitis vaccination B Be specific. He is suffering from hepatitis B, Decision in relation to start PrEP The individual should be diagnosed with hepatitis B after examination.'",yes,"Iran_PEP_PreP Guideline_2017.ps.en.pdf: Page 27 states 'Provider prEP There is an opportunity to increase access to other health services such as social support, hepatitis vaccination B...'. Additionally, page 28 mentions 'Hepatitis C infection B Or hepatitis vaccination B Be specific.' as a consideration before starting PrEP.",no,"Iran_PEP_PreP Guideline_2017.ps.en.pdf: While HPV vaccination is mentioned on page 26, it is discussed in a general sexual health context before the specific PrEP section begins and is not explicitly linked to PrEP services or users.",ERR: no (REF: yes),Justification not provided,no,Justification not provided,no,Justification not provided
IRL,Ireland,yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 4, under the list of services for individuals on PrEP, includes 'Partner notification'.",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 8, section 4.2.1 'First visit', under recommended assessment, lists 'HBV testing, directed by history'.",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 8, section 4.2.1 'First visit', under recommended assessment, lists 'Start HBV vaccination if immunity unknown'.",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 7, section 4.1 'History & discussion to document', under vaccination needs, lists 'Hepatitis A, B (all) and HPV (<26 years)'.",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 8, section 4.2.1 'First visit', under recommended assessment, lists 'Syphilis serology'. Page 9, section 4.2.2 'Subsequent visits' also lists 'Syphilis serology'.",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 8, section 4.2.1 'First visit', under recommended assessment, lists 'Chlamydia and Gonorrhea NAAT testing'. Page 9, section 4.2.2 'Subsequent visits' also lists 'Chlamydia and Gonorrhea NAAT testing'.",yes,"Ireland practical-prep-guidance-december-2017.pdf: Page 8, section 4.2.1 'First visit', under recommended assessment, lists 'Chlamydia and Gonorrhea NAAT testing'. Page 9, section 4.2.2 'Subsequent visits' also lists 'Chlamydia and Gonorrhea NAAT testing'."
ISR,Israel,no,"Israel PrEP guidance.PDF: The document recommends follow-up of the HIV status of partners (Page 4), but there is no mention of testing or treating partners for other STIs.",yes,Israel PrEP guidance.PDF: The table on Page 8 recommends testing for 'HBsAg (Hepatitis B surface Antigen)' before starting treatment.,yes,"Israel PrEP guidance.PDF: Page 6 states: 'For patients negative for HBV, vaccination should be offered before starting treatment'. The table on Page 8 also recommends referring unvaccinated patients for vaccination.",no,Justification not provided,yes,"Israel PrEP guidance.PDF: The table on Page 8, under 'בדיקות מחלות מין' (STI tests), lists 'עגבת' (syphilis) to be tested before starting treatment and every six months.",yes,"Israel PrEP guidance.PDF: The table on Page 8, under 'בדיקות מחלות מין' (STI tests), lists 'זיבה' (gonorrhea) to be tested before starting treatment and every six months.",yes,"Israel PrEP guidance.PDF: The table on Page 8, under 'בדיקות מחלות מין' (STI tests), lists 'כלמידה' (chlamydia) to be tested before starting treatment and every six months."
ITA,Italy,no,Justification not provided,yes,"Italy_Truvada Regulatory Approval_2019.it.en.pdf: Page 4, paragraph 'While taking Truvada to treat HIV or to reduce the risk of getting HIV:', states: 'Find out if you are infected with the hepatitis B virus (HBV) before you start taking Truvada.'",ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: yes (REF: no),"Italy_Truvada Regulatory Approval_2019.it.en.pdf: Page 3, under 'Warnings and Precautions', states: 'Get tested for other sexually transmitted infections such as syphilis and gonorrhea. These infections facilitate HIV infection.'",ERR: yes (REF: no),"Italy_Truvada Regulatory Approval_2019.it.en.pdf: Page 3, under 'Warnings and Precautions', states: 'Get tested for other sexually transmitted infections such as syphilis and gonorrhea. These infections facilitate HIV infection.'",no,Justification not provided
KAZ,Kazakhstan,no,Justification not provided,ERR: yes (REF: no),"KAZ HIV Guidelines ENG.pdf: Page 30, paragraph 10: 'It is recommended to test for STIs (including VH) at the beginning of PrEP and regularly during the use of PrEP, with the informed consent of the client.'",no,Justification not provided,no,Justification not provided,yes,"KAZ HIV Guidelines ENG.pdf: Page 33, Section 'At least once every 6 months, for:', bullet point 5: 'STI screening behaviors for sexually active adolescents and adults (e.g., syphilis, gonorrhea, and chlamydia for both men and women, even if they are asymptomatic).'",yes,"KAZ HIV Guidelines ENG.pdf: Page 33, Section 'At least once every 6 months, for:', bullet point 5: 'STI screening behaviors for sexually active adolescents and adults (e.g., syphilis, gonorrhea, and chlamydia for both men and women, even if they are asymptomatic).'",yes,"KAZ HIV Guidelines ENG.pdf: Page 33, Section 'At least once every 6 months, for:', bullet point 5: 'STI screening behaviors for sexually active adolescents and adults (e.g., syphilis, gonorrhea, and chlamydia for both men and women, even if they are asymptomatic).'"
KEN,Kenya,no,Justification not provided,ERR: no (REF: yes),Justification not provided,ERR: no (REF: yes),Justification not provided,no,Justification not provided,ERR: no (REF: yes),"Kenya-PrEP-Framework.pdf: The document mentions general 'STI screening' (e.g., Page 46) but does not specify screening for syphilis or Treponema pallidum.",no,"Kenya-PrEP-Framework.pdf: The document mentions general 'STI screening' (e.g., Page 46) but does not specify screening for Neisseria gonorrhoeae or gonorrhoea.",no,"Kenya-PrEP-Framework.pdf: The document mentions general 'STI screening' (e.g., Page 46) but does not specify screening for Chlamydia trachomatis or Chlamydia."
KGZ,Kyrgyz Republic,no,Justification not provided,yes,"KGZ HIV Guidelines ENG.pdf: Page 12, Table 'Clinical monitoring for PrEP', Row 'Test for HBV infection.'",yes,"KGZ HIV Guidelines ENG.pdf: Page 12, Table 'Clinical monitoring for PrEP', Row 'Test for HBV infection.', Note column: 'Redirect the client to receiveHBV vaccination.'",no,Justification not provided,yes,"KGZ HIV Guidelines ENG.pdf: Page 11, Table 'Clinical monitoring for PrEP', Row 'Testing for STIs', Note column: 'Testing for STIs (syphilis, chlamydia, trichomoniasis, gonorrhea) for sexually active people is carried out in accordance with current recommendations.'",yes,"KGZ HIV Guidelines ENG.pdf: Page 11, Table 'Clinical monitoring for PrEP', Row 'Testing for STIs', Note column: 'Testing for STIs (syphilis, chlamydia, trichomoniasis, gonorrhea) for sexually active people is carried out in accordance with current recommendations.'",yes,"KGZ HIV Guidelines ENG.pdf: Page 11, Table 'Clinical monitoring for PrEP', Row 'Testing for STIs', Note column: 'Testing for STIs (syphilis, chlamydia, trichomoniasis, gonorrhea) for sexually active people is carried out in accordance with current recommendations.'"
LAO,Lao People's Democratic Republic,no,Justification not provided,yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Page 27, Table 2. Clinical and laboratory monitoring requirements: Lists 'HBV serology' as 'YES' for baseline monitoring. Footnote 26 clarifies 'Hepatitis B serology is indicated... HBsAg negative... HBsAg positive...'",yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Page 27, footnote 26: 'HBsAg negative: offer hepatitis B vaccination (as per national hepatitis guidelines).'",no,Justification not provided,yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Page 27, Table 2, footnote 23: 'STI screening (syphilis, N gonorrhea and C trachomatis) should be offered through syndromic approach or using a laboratory diagnostic test'.",yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Page 27, Table 2, footnote 23: 'STI screening (syphilis, N gonorrhea and C trachomatis) should be offered through syndromic approach or using a laboratory diagnostic test'.",yes,"Lao PDR PrEP Guidelines_Print_EN version 2021.pdf: Page 27, Table 2, footnote 23: 'STI screening (syphilis, N gonorrhea and C trachomatis) should be offered through syndromic approach or using a laboratory diagnostic test'."
LSO,Lesotho,no,Justification not provided,yes,"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: Page 36, Table 3.1 'Baseline Laboratory Tests for Clients Initiating PrEP' lists 'Hepatitis B surface antigen (HBsAg)' as a recommended test at initiation.",ERR: yes (REF: no),"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: Page 36, Table 3.1 'Baseline Laboratory Tests for Clients Initiating PrEP', the rationale for HBsAg screening includes 'To identify those eligible for vaccination against Hepatitis B'.",ERR: no (REF: yes),Justification not provided,yes,"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: Page 39, under 'Other baseline laboratory tests', it states 'An RPR, Hepatitis B screen and pregnancy test must be performed on all new PrEP clients in the first three months of starting PrEP'. Table 3.3 on the same page also lists 'RPR/VDRL' under Laboratory Evaluation for the first visit.",ERR: yes (REF: no),"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: Page 36, Table 3.1 recommends 'STI diagnostic tests' at baseline, and Page 41 states, 'Clients will benefit from screening for STIs at every visit.' Gonorrhoea is mentioned on page 35 as an example of an STI that increases risk.",ERR: yes (REF: no),"Final Interactive -Lesotho HIV Prevention-Treatment and Care guideline (2022).pdf: Page 36, Table 3.1 recommends 'STI diagnostic tests' at baseline, and Page 41 states, 'Clients will benefit from screening for STIs at every visit.' Chlamydia is mentioned on page 35 as an example of an STI that increases risk."
MYS,Malaysia,no,Justification not provided,yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 86, Section 17.4, Initial Laboratory Testing: ""3. Serology for Hepatitis A, B and C viruses (Hep A IgG, Hep B sAg, Hep B sAb and Hep B core Ab, Hep C Ab)"".",yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 86, Section 17.4, Initial Laboratory Testing: ""Hepatitis B vaccination should be provided to susceptible patients who are Hep B sAg and sAb neg"".",no,Justification not provided,yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 87, Section 17.5, Post-PrEP Follow-Up: ""Rapid plasma reagin test for syphilis"" is listed under STI Screen.",yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 87, Section 17.5, Post-PrEP Follow-Up: ""NAAT for gonococcal (GC) and chlamydial (CT) infections3-site screening based on exposure (genital, rectal, pharyngeal)"" is listed under STI Screen.",yes,"Malaysian-Consensus-Guidelines-on-Antiretroviral-Therapy-2017-MINISTRY-OF-HEALTH-MALAYSIA.pdf: Page 87, Section 17.5, Post-PrEP Follow-Up: ""NAAT for gonococcal (GC) and chlamydial (CT) infections3-site screening based on exposure (genital, rectal, pharyngeal)"" is listed under STI Screen."
MLI,Mali,no,Justification not provided,yes,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: Page 81, ""Consultation initiale: Jour 0"": ""Bilan VIH, IST et Hépatite B. S'enquérir d'autres médications en cours""",no,Justification not provided,no,Justification not provided,no,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: The document recommends STI screening ('Bilan VIH, IST et Hépatite B' on page 81) but does not specify which pathogens to screen for, such as syphilis.",no,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: The document recommends STI screening ('Bilan VIH, IST et Hépatite B' on page 81) but does not specify which pathogens to screen for, such as Neisseria gonorrhoeae.",no,"Mali_NORMES-ET-PROTOCOLES-DE-PRISE-EN-CHARGE-ANTIRETROVIRALE_VALIDE_19-VF-070220-1.pdf: The document recommends STI screening ('Bilan VIH, IST et Hépatite B' on page 81) but does not specify which pathogens to screen for, such as Chlamydia trachomatis."
MEX,Mexico,no,"Mexico Gu_aARV_2019_09Noviembre.pdf: The document mentions evaluating 'violencia de pareja' (partner violence) on page 87 in the counseling section for PrEP, but it does not mention partner testing or treatment for STIs.",yes,Mexico Gu_aARV_2019_09Noviembre.pdf: Page 86 recommends: 'Se recomienda realizar una prueba de antígeno de superficie de la hepatitis B (HBsAg) antes de iniciar PrEP.' (It is recommended to perform a test for hepatitis B surface antigen (HBsAg) before starting PrEP). This is also listed in Table II-C on page 87.,yes,"Mexico Gu_aARV_2019_09Noviembre.pdf: Page 87, in Table II-C, for the intervention 'Antígeno Hep B' (Hep B Antigen), the observation is 'Negativo: considerar vacuna' (Negative: consider vaccine).",yes,"Mexico Gu_aARV_2019_09Noviembre.pdf: Page 87, in Table II-C, under the intervention 'Historial de vacunación' (Vaccination history), it lists 'Hepatitis A, VPH, tétanos y meningitis', indicating that HPV vaccination status should be checked as part of the initial PrEP consultation.",yes,"Mexico Gu_aARV_2019_09Noviembre.pdf: Page 87, Table II-C lists 'VDRL' as an intervention at the first PrEP consultation, with the observation 'Diagnóstico y tratamiento de sífilis' (Diagnosis and treatment of syphilis).",no,Justification not provided,no,Justification not provided
MDA,Moldova,ERR: yes (REF: no),"Moldova PrEP clinical protocol 2018.pdf: Page 14, in the table for initial PrEP visit, under 'Consiliere' (Counseling), it recommends to 'evaluat violența partenerului intim precum și violența bazată pe factorul gender' (assess intimate partner violence and gender-based violence). Page 18 also mentions assessing 'violența din partea partenerului intim' (violence from the intimate partner).",yes,"Moldova PrEP clinical protocol 2018.pdf: Page 14, Table 1, 'INVESTIGAȚII PROPUSE LA DEBUTAREA PrEP (prima vizită)' (PROPOSED INVESTIGATIONS AT PrEP INITIATION (first visit)) lists screening for 'HBsAg'. Page 23, under 'Teste iniţiale' (Initial tests), recommends 'HBsAg – o dată pe an' (HBsAg – once a year).",yes,"Moldova PrEP clinical protocol 2018.pdf: Page 14, Table 1, in the row for HBsAg, it states 'Dacă e negativ, de recomandat vaccinarea anti-HVB' (If negative, vaccination against HVB is recommended). Also, in the row 'Anamneza vaccinelor suportate' (History of supported vaccines), it states 'de luat în considerare vaccinarea pentru HVB (HVA)' (consider vaccination for HVB).",ERR: yes (REF: no),"Moldova PrEP clinical protocol 2018.pdf: Page 14, Table 1, in the row 'Anamneza vaccinelor suportate' (History of supported vaccines), it states 'de luat în considerare vaccinarea pentru HVB (HVA), papilloma virus uman' (consider vaccination for HVB (HVA), human papilloma virus).",yes,"Moldova PrEP clinical protocol 2018.pdf: Page 14, Table 1, 'INVESTIGAȚII PROPUSE LA DEBUTAREA PrEP (prima vizită)' (PROPOSED INVESTIGATIONS AT PrEP INITIATION (first visit)) lists 'Teste de diagnostic al sifilisului' (Tests for the diagnosis of syphilis). Page 23, under 'Teste iniţiale' (Initial tests), recommends 'Screening ITS (Syphilis) – fiecare 6 luni' (STI Screening (Syphilis) – every 6 months).",no,"Moldova PrEP clinical protocol 2018.pdf: The document mentions 'gonoreea' (gonorrhea) on page 18 as an STI that PrEP does not protect against, but it is not specifically mentioned in the recommended screening schedules on pages 14 or 23, which only specify syphilis.",no,"Moldova PrEP clinical protocol 2018.pdf: The document mentions 'chlamydia' on page 18 as an STI that PrEP does not protect against, but it is not specifically mentioned in the recommended screening schedules on pages 14 or 23, which only specify syphilis."
MNG,Mongolia,no,Justification not provided,yes,"305 ENG.pdf: Page 136, Control section: 'Conduct HBV screening tests, vaccinate regardless of the decision on PrEP and provide treatment if it’s active infection'.",yes,"305 ENG.pdf: Page 136, Control section: 'Conduct HBV screening tests, vaccinate regardless of the decision on PrEP and provide treatment if it’s active infection'.",no,Justification not provided,no,Justification not provided,no,Justification not provided,no,Justification not provided
MMR,Myanmar,no,Justification not provided,yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 19, Table 3: A baseline test for HBsAg is recommended. Page 21, Section 4: ""All persons screened for PrEP should be tested for hepatitis B surface antigen (HBsAg) once, at or within one to three months of PrEP initiation.""",yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 19, Table 3: Under 'Remark' for HBsAg, it states ""If negative, consider vaccination against HBV."" Page 21, Section 4: ""Consider vaccination if HBsAg is not detected and there is no documented history of a completed vaccine series for Hepatitis B Virus (HBV).""",no,Justification not provided,yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 19, Table 3: Recommends testing for ""STI (Syphilis, GC, CT)"" at baseline and every 6 months.",yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 19, Table 3: Recommends testing for ""STI (Syphilis, GC, CT)"" at baseline and every 6 months, where GC stands for gonococcus.",yes,"2023Aug_PrEP_SOP_Final_print.pdf: Page 19, Table 3: Recommends testing for ""STI (Syphilis, GC, CT)"" at baseline and every 6 months, where CT stands for Chlamydia trachomatis."
MKD,North Macedonia,no,Justification not provided,yes,"MKD PrEP Guidelines ENG.pdf: Page 17, Table 2, ""Successive tests and procedures during the PrEP pilot project"", indicates an HBsAg test is performed at initiation (""-1. or 0. Sunday"").",yes,"MKD PrEP Guidelines ENG.pdf: Page 17, Table 2, ""Successive tests and procedures during the PrEP pilot project"", indicates HBV vaccination is performed at initiation (""-1. or 0. Sunday"").",ERR: yes (REF: no),"MKD PrEP Guidelines ENG.pdf: Page 17, Table 2, ""Successive tests and procedures during the PrEP pilot project"", indicates HPV vaccination is performed at initiation (""-1. or 0. Sunday"").",yes,"MKD PrEP Guidelines ENG.pdf: Page 17, Table 2, ""Successive tests and procedures during the PrEP pilot project"", indicates ""Syphilis serologically"" testing at initiation, 6 months, and 12 months.",yes,"MKD PrEP Guidelines ENG.pdf: Page 17, Table 2, ""Successive tests and procedures during the PrEP pilot project"", indicates ""N. gonorrhea PCR"" testing at initiation, 6 months, and 12 months.",yes,"MKD PrEP Guidelines ENG.pdf: Page 17, Table 2, ""Successive tests and procedures during the PrEP pilot project"", indicates ""H. trachomatis PCR"" testing at initiation, 6 months, and 12 months."
NAM,Namibia,no,Justification not provided,yes,"Namibia_national_guidelines_art.pdf: Page 99, Table 5.1: In the 'Screening and PrEP initiation' section, under 'Recommended Procedures', it lists 'Tests—HIV test, CrCl, HBsAg'. It is also listed for follow-up: 'HBsAg (at 6 months only)'.",no,Justification not provided,no,Justification not provided,yes,"Namibia_national_guidelines_art.pdf: Page 99, Table 5.1: In the 'Four-month follow-up and 3-monthly maintenance visits' section, under 'Tests', it specifies '6 monthly afterwards—CrCl, STI symptom screening, rapid syphilis test and HIV test'.",no,Justification not provided,no,Justification not provided
NPL,Nepal,no,Justification not provided,yes,"National SOP HIV  PrEP-Nepal -Final _2022-NCASC Nepal.pdf: Page 17, in the table under 'Service packages including investigations', 'Hepatitis B screening' is recommended at baseline. Page 18, Table 3, states, 'Hepatis B antigen screening is recommended at the initiation of PrEP.'",ERR: no (REF: yes),Justification not provided,no,Justification not provided,yes,"National SOP HIV  PrEP-Nepal -Final _2022-NCASC Nepal.pdf: Page 16, Table 2 recommends 'syphilis screening' at baseline and at all follow-up visits. Page 18, Table 3, specifies 'Syphilis screening with Rapid Plasma Reagin (RPR) should be part of symptom screening, especially among KPs.'",no,"National SOP HIV  PrEP-Nepal -Final _2022-NCASC Nepal.pdf: The document recommends 'STI syndromic screen-ing' (Page 16) and mentions gonorrhea as an STI not prevented by PrEP (Page 25), but does not recommend specific pathogen-based screening for Neisseria gonorrhoeae.",no,"National SOP HIV  PrEP-Nepal -Final _2022-NCASC Nepal.pdf: The document recommends 'STI syndromic screen-ing' (Page 16) and mentions chlamydia as an STI not prevented by PrEP (Page 25), but does not recommend specific pathogen-based screening for Chlamydia trachomatis."
NLD,Netherlands,ERR: yes (REF: no),"Netherlands_PrEP_dossier_2017.pdf: Page 41, Table 4.2: Under the 'Public Health Care' section for PrEP services, it lists 'partnerwaarschuwing' (partner notification) as an area of expertise for the Sexual Health Centers (CSG).",yes,"Netherlands_PrEP_dossier_2017.pdf: Page 40, Table 4.1: 'HBV status en vaccinatie' (HBV status and vaccination) is listed as a required medical control 'voor start PrEP' (before starting PrEP).",yes,"Netherlands_PrEP_dossier_2017.pdf: Page 40, Table 4.1: 'HBV status en vaccinatie' (HBV status and vaccination) is listed as a required medical control 'voor start PrEP' (before starting PrEP). Footnote 5 clarifies: 'Screen volgens landelijk beleid en vaccineer indien geindiceerd' (Screen according to national policy and vaccinate if indicated).",ERR: no (REF: yes),Justification not provided,yes,"Netherlands_PrEP_dossier_2017.pdf: Page 40, Table 4.1: 'Soa testen' (STI tests) are required before starting PrEP and every 3 months after starting. This explicitly includes 'syfilis serologie' (syphilis serology).",yes,"Netherlands_PrEP_dossier_2017.pdf: Page 40, Table 4.1: 'Soa testen' (STI tests) are required before starting PrEP and every 3 months after starting. This explicitly includes testing for 'Gonnoroe NAAT' (Gonorrhoea NAAT).",yes,"Netherlands_PrEP_dossier_2017.pdf: Page 40, Table 4.1: 'Soa testen' (STI tests) are required before starting PrEP and every 3 months after starting. This explicitly includes testing for 'Chlamydia'."
NZL,New Zealand,yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 47, under the heading 'Testing for STIs', states: 'Partner notification should be undertaken using the most appropriate available resources.'",yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 23 lists 'Hepatitis B (if not immune)' as a required investigation for the initial Special Authority application. Page 27 further specifies that 'Hepatitis A, HBV and HCV infection status should be documented by screening serology when PrEP is initiated.' Table 7.1 on page 44 also includes 'Hepatitis B serology' at baseline and follow-up.",yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 27, under 'Assessment of hepatitis A, B and C status', states: 'Vaccination against hepatitis A and HBV is recommended for all susceptible priority populations...'. Table 7.1 on page 44 also notes 'Vaccinate if non-immune' under the entry for Hepatitis B serology.",no,ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: The document does not contain any mention of Human Papillomavirus or HPV vaccination.,yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 23 lists 'Syphilis' as a required investigation. Page 27 recommends clinicians 'screen for STIs (specifically gonorrhoea, chlamydia and infectious syphilis)'. Table 7.1 on page 44 lists screening for 'STI (i.e. syphilis, gonorrhoea, chlamydia)' at baseline and every 3 months.",yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 27 recommends clinicians 'screen for STIs (specifically gonorrhoea, chlamydia and infectious syphilis)'. Table 7.1 on page 44 lists screening for 'STI (i.e. syphilis, gonorrhoea, chlamydia)' at baseline and every 3 months. Box 7.1 on page 45 specifies testing for 'Neisseria gonorrhoea'.",yes,"ASHM_PrEP_NZ_guidelines_FINAL_Sept2021.pdf: Page 27 recommends clinicians 'screen for STIs (specifically gonorrhoea, chlamydia and infectious syphilis)'. Table 7.1 on page 44 lists screening for 'STI (i.e. syphilis, gonorrhoea, chlamydia)' at baseline and every 3 months. Box 7.1 on page 45 specifies 'urine PCR tests for chlamydia'."
NGA,Nigeria,no,Justification not provided,yes,"Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Page 157, paragraph 2, bullet 1: ""Persons eligible for PrEP should be screened for Hepatitis B. People with detectable HBsAg...""",no,Justification not provided,no,Justification not provided,yes,"Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Page 159, paragraph 2, bullet 1: ""Conduct STI testing recommended for sexually active adolescents and adults (i.e., syphilis, gonorrhea, chlamydia)""",yes,"Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Page 159, paragraph 2, bullet 1: ""Conduct STI testing recommended for sexually active adolescents and adults (i.e., syphilis, gonorrhea, chlamydia)""",yes,"Nigeria_National Guidelines for HIV Prevention Treatment and Care (2016).pdf: Page 159, paragraph 2, bullet 1: ""Conduct STI testing recommended for sexually active adolescents and adults (i.e., syphilis, gonorrhea, chlamydia)"""
NOR,Norway,no,Justification not provided,no,Justification not provided,no,Justification not provided,no,Justification not provided,ERR: yes (REF: no),"15-774-10 PrEP kunnskapsgrunnlag og anbefaling 120816.no.en.pdf: Page 10, paragraph 1: 'Frequent testing for other soi, such as gonorrhea and syphilis, is recommended as an important offer to PrEP users.'",ERR: yes (REF: no),"15-774-10 PrEP kunnskapsgrunnlag og anbefaling 120816.no.en.pdf: Page 10, paragraph 1: 'Frequent testing for other soi, such as gonorrhea and syphilis, is recommended as an important offer to PrEP users.'",no,"15-774-10 PrEP kunnskapsgrunnlag og anbefaling 120816.no.en.pdf: The document mentions chlamydia when reporting the results of a clinical study (Page 13, paragraph 3) but does not explicitly recommend screening for it as part of the guidance."
PAK,Pakistan,ERR: no (REF: yes),Justification not provided,yes,"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Page 4, under section '1.2: Monitoring prior to and while on PrEP', states, 'Therefore, hepatitis-B status, with hepatitis B surface antigen testing should be documented prior to PrEP.' Page 5, Table 1, also lists 'Hepatitis B surface antigen' as a required test during the 'Screening and PrEP initiation (visit 1)'.",yes,"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Page 7, Table 2, under the row 'Hepatitis B surface antigen - negative', specifies the action as 'Offer Hepatitis B virus vaccination'.",no,Justification not provided,no,"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Syphilis is mentioned as an example of a sexually transmissible infection that constitutes a behavioral risk factor on page 3, but there is no specific recommendation to screen for it. The document consistently refers to general 'STI testing' without specifying syphilis.",no,"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Gonorrhoea is mentioned as an example of a sexually transmissible infection that constitutes a behavioral risk factor on page 3, but there is no specific recommendation to screen for it. The document consistently refers to general 'STI testing' without specifying gonorrhoea.",no,"Pakistan PrEP Guidelines Final 6.24.19 clean.pdf: Chlamydia is mentioned as an example of a sexually transmissible infection that constitutes a behavioral risk factor on page 3, but there is no specific recommendation to screen for it. The document consistently refers to general 'STI testing' without specifying chlamydia."
PAN,Panama,no,Justification not provided,yes,"Borrador guía PrEP producto 2GR - English.pdf: Page 16, bullet point under objective 3: 'Offer of tests for other sexually transmitted infections (syphilis, hepatitis B and C)'",no,Justification not provided,no,Justification not provided,yes,"Borrador guía PrEP producto 2GR - English.pdf: Page 16, bullet point under objective 3: 'Offer of tests for other sexually transmitted infections (syphilis, hepatitis B and C)' and Page 20, paragraph 2: 'For example, HIV and syphilis co-infection in MSM is high, so syphilis screening could be done at each follow-up visit.'",no,Justification not provided,no,Justification not provided
PRY,Paraguay,no,Justification not provided,yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 13, Table 2, under 'EXAMSREQUESTED AT THE FIRST CONSULTATION', lists 'Hepatitis B test' with the method 'HBsAg (e.g. rapid test) and anti-HBs research'.",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 16, under 'Hepatitis B and C', states 'Vaccination for HBV is recommended for all people in any age group (three doses of the vaccine).'",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 8, Section 2.1 'COMBINED PREVENTION', item 8, lists 'Immunizations for HBV, HAV, HPV' as part of the comprehensive prevention package.",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 13, Table 2, under 'EXAMSREQUESTED AT THE FIRST CONSULTATION', lists 'Syphilis test' with the method 'Syphilis test: rapid test and VDRL'.",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 13, Table 2, under 'EXAMSREQUESTED AT THE FIRST CONSULTATION', lists 'Identification of other STIs (chlamydia and gonococcus)' with the method 'Anal swab, if available'.",yes,"manual de Profilaxis Pre exposicion del VIH ultimo - English.pdf: Page 13, Table 2, under 'EXAMSREQUESTED AT THE FIRST CONSULTATION', lists 'Identification of other STIs (chlamydia and gonococcus)' with the method 'Anal swab, if available'."
